,RecipeName,Ingredients,Diet,URL
3979,Lemon Pepper Fish Recipe,"500 grams Basa fish - cut into pieces,1 sprig Curry leaves,1 teaspoon Mustard seeds,4 cloves Garlic - chopped,1 teaspoon Fennel seeds (Saunf),2 teaspoon Whole Black Peppercorns - crushed,1 teaspoon Turmeric powder (Haldi),1 Lemon juice,Salt - to taste,Sunflower Oil",High Protein Non Vegetarian,https://www.archanaskitchen.com/lemon-pepper-fish-recipe
3980,Iyengar Style Thavala Adai Recipe,"1 cup Rice - (raw rice variety),1 cup Rice - (boiled rice variety),1/3 cup Chana dal (Bengal Gram Dal),1/3 cup Arhar dal (Split Toor Dal),1/3 cup White Urad Dal (Whole),3 teaspoons Methi Powder (Fenugreek Powder),1-1/2 teaspoons Whole Black Peppercorns,1-1/2 teaspoons Cumin seeds (Jeera),3 teaspoons Gingelly oil,1 teaspoon Mustard seeds,1-1/2 teaspoons Chana dal (Bengal Gram Dal),1-1/2 teaspoons White Urad Dal (Split),Asafoetida (hing) - a pinch,4 Mor Milagai (Dried Green Chillies),1 sprig Curry leaves,1 cup Curd (Dahi / Yogurt) - (sour),Water - as needed,Salt - to taste",High Protein Vegetarian,https://www.archanaskitchen.com/iyengar-style-thavala-adai-recipe
3981,Stuffed Jackfruit Curry Recipe (Stuffed Jackfruit Curry),"250 grams jackfruit, mustard oil - according to use, 3 onions, 2 tomatoes - boil puree, 5 garlic, 1/2 inch ginger, 1 tablespoon garam masala powder, 1 tablespoon coriander seeds, 4 long, 1 big Teaspoon Kashmiri red chilli, 1 teaspoon turmeric powder, 2 tablespoons curd, salt, 1 onion - finely chopped, 1 teaspoon fennel, 1 teaspoon mustard oil, 1 teaspoon garlic butter, 50 grams cheese - finely chopped Hua Pepper Powder - Taste, Salt - Taste, 1/2 cup mozzarella cheese - grated, 1/2 cup Mozzarella cheese - grated",Vegetarian,http://www.archanaskitchen.com/stuffed-jackfruit-curry-recipe-in-hindi
3982,Israeli Couscous Salad Recipe,"1-1/2 cups Couscous - Israeli,2 cup Water,1/4 teaspoon Turmeric powder (Haldi),1 Red Bell pepper (Capsicum) - diced,1 Yellow Bell Pepper (Capsicum) - diced,1 Onion - finely chopped,1/2 cup Dried Figs - sliced,1/2 cup Apricots - drieds,1/2 cup Cranberries,1 cup Pistachios - roasted,3 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Orange Zest (Rind),1/2 teaspoon Cumin powder (Jeera),1/4 teaspoon Cardamom Powder (Elaichi),1/4 teaspoon Cinnamon Powder (Dalchini),1/4 cup Lemon juice - freshly squeezed,1/4 cup Fresh orange juice - freshly squeezed,1 tablespoon Ginger - minced,1 tablespoon Honey,1/4 cup Extra Virgin Olive Oil,1 teaspoon Lemon zest",High Protein Vegetarian,https://www.archanaskitchen.com/israeli-couscous-salad-recipe
3983,Nei Appam Recipe Using Rice Flour,"1 cup Rice flour,1 cup Jaggery,1/2 cup Water,5 Cardamom (Elaichi) Pods/Seeds,2 Ripe Bananas,1 teaspoon Baking soda,Ghee - as required",Vegetarian,http://www.archanaskitchen.com/nei-appam-recipe-rice-flour-appam
3984,Chicken Spaghetti in Tomato Basil Sauce Recipe,"150 grams Spaghetti Pasta,100 grams Chicken breasts - cut into pieces,5 Tomatoes - cut into half,4 cloves Garlic - chopped,1 Onion - chopped,3 tablespoons Extra Virgin Olive Oil,Salt - to taste,1 teaspoon Sugar,1 teaspoon Red Chilli flakes,1 teaspoon Rosemary,1 teaspoon Tarragon,3 sprig Coriander (Dhania) Leaves - chopped",Non Vegeterian,https://www.archanaskitchen.com/chicken-spaghetti-in-tomato-basil-sauce-recipe-pomodoro-sauce
3985,Paal Kozhukattai Recipe With Bananas - With Vegan Option,"1 cup Rice flour,1-1 1/2 cups Water,1 teaspoon Sesame (Gingelly) Oil,1/4 teaspoon Salt,3 cups Milk - full fat milk or coconut milk for vegans,1 cup Coconut milk - thin,1/2 cup Coconut milk - thick,1 teaspoon Cardamom Powder (Elaichi),3/4 cup Sugar - or Jaggery,1 cup Ripe Bananas - sliced for garnish",Vegetarian,https://www.archanaskitchen.com/paal-kozhukattai-recipe-with-bananas-with-vegan-option
3986,Maharashtrian Kalanyachi Bhakri Recipe With Groundnut Chutney,"1 kg Jowar Seeds,250 grams Black Urad Dal (Whole),1 teaspoon Salt,1 cup Roasted Peanuts (Moongphali) - roasted,3 Green Chillies - chopped,Coriander (Dhania) Leaves - handful,8 cloves Garlic,Salt - to taste,2 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),6 Curry leaves",Vegetarian,http://www.archanaskitchen.com/maharashtrian-kalanyachi-bhakri-recipe-with-groundnut-chutney
3987,Goan Raw Banana Sabzi Recipe,"3 Raw Banana - chopped to cubes,1 Onion - finely chopped,4 tablespoons Fresh coconut - grated,1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,1 Dry Red Chilli,1 sprig Curry leaves,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Sunflower Oil,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/goan-raw-banana-sabzi-recipe
3988,Garlic Shrimp Linguine Pasta Recipe,"2 cups Linguine Pasta,200 grams Shrimps - peeled and deveined,4 tablespoon Butter (unsalted),Salt - to taste,4 cloves Garlic - minced,Black pepper powder - to taste,1/2 teaspoon Dried oregano,1/2 teaspoon Red Chilli flakes,1/4 cup Parmesan cheese - freshly grated",Non Vegeterian,http://www.archanaskitchen.com/garlic-shrimp-linguine-pasta-recipe
3989,Healthy Fruit Pizza Recipe For Breakfast,"1 cup Instant Oats (Oatmeal),1 cup Badam (Almond),2 Ripe Bananas,2 tablespoons Rice flour,1 tablespoon Date syrup - or any sweetener (optional),Salt - to taste,Hung Curd (Greek Yogurt) - as needed,2 Strawberries - sliced,1 Kiwi - sliced,Orange - cut into segments,Blueberries,4 Mint Leaves (Pudina),Honey - to drizzle on top (optional)",Vegetarian,http://www.archanaskitchen.com/healthy-fruit-pizza-for-breakfast-recipe
3990,Sweet Lime Soda Recipe (Sweet Lime Soda),"4 tablespoons sugar, 1/4 cup lime juice, 1 cup water, 1 cup soda, 1 teaspoon cumin powder, black salt or rock salt - as per taste, pepper powder - a pinch, peppermint - as per use, ice - According to use",Vegetarian,https://www.archanaskitchen.com/sweet-lime-soda-recipe-in-hindi
3992,Mash Ki Dal Khasgai Recipe (Dhaba Steel Urad Dal),"1 cup White Urad Dal (Split),2 Onions - thinly sliced,8 Green Chillies - (adjust as per spice preference),6 Cloves (Laung),2 inch Ginger,1 tablespoon Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,2 tablespoons Sunflower Oil,Water - as required,1 tablespoon Sunflower Oil,1 Onion - thinly sliced,1 teaspoons Cumin seeds (Jeera),2 cloves Garlic - chopped,Ginger - as required and juliennes",High Protein Vegetarian,http://www.archanaskitchen.com/maash-ki-dal-khasgi-recipe-dhaba-style-urad-dal
3993,One Pot Tex-Mex Penne Pasta Recipe,"2 cups Penne pasta,Extra Virgin Olive Oil - as required,1 Green Bell Pepper (Capsicum) - sliced,1 Onion - sliced,1 teaspoon Garlic - crushed,1 teaspoon Red Chilli powder,1/2 teaspoon Paprika powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Garlic powder,Salt - as required,Milk - as required,1/4 cup Parmesan cheese - grated,1 tablespoon Parsley leaves - finely chopped",Vegetarian,http://www.archanaskitchen.com/one-pot-tex-mex-penne-pasta-recipe
3994,Saffron Pistachio Firni Recipe,"700 ml Milk,1/4 cup Basmati rice - soaked for 30 minutes,3/4 cup Sugar,Saffron strands - a few,1 teaspoon Cardamom Powder (Elaichi),2 tablespoons Badam (Almond) - blanched and slivered,2 tablespoons Pistachios - chopped",Vegetarian,https://www.archanaskitchen.com/shahi-kesar-phirni-recipe
3995, Punjabi Style Espresso Coffee Recipe,"2 tablespoons instant coffee powder, 2 tablespoons sugar, 1 tablespoon water, milk - cocoa powder - as per use",Vegetarian,https://www.archanaskitchen.com/punjabi-style-espresso-coffee-recipe-in-hindi
3996,Vempampoo Rice Recipe (Dried Neem Flowers Rice),"1 cup Black Rice - cooked,Sunflower Oil - or ghee as required,1/3 teaspoon Asafoetida (hing),1/2 teaspoon White Urad Dal (Split),2 teaspoons Dried Neem Flowers,1 Dry Red Chilli,Few Curry leaves",Vegetarian,http://www.archanaskitchen.com/vepampoo-rice-recipe-dried-neem-flowers-rice
3997,Menthe / Fenugreek Seeds Tambli Recipe (Karnataka Recipes),"2 teaspoons Methi Seeds (Fenugreek Seeds),3 Dry Red Chillies,1/4 cup Fresh coconut - grated,1-1/2 cup Curd (Dahi / Yogurt),1/2 teaspoon Ghee,Salt - to taste,1 teaspoon Ghee,1/2 teaspoon Mustard seeds,1 Curry leaves - few",Diabetic Friendly,https://www.archanaskitchen.com/menthe-fenugreek-seeds-tambli-recipe-karnataka-recipes
3998,Thai Style Noodles With Spinach And Leeks Recipe,"1/3 cup Coconut milk,1 teaspoon Peanut Butter,1 tablespoon Soy sauce,1 teaspoon Brown Sugar (Demerara Sugar),1/2 teaspoon Red Chilli sauce,200 grams Spaghetti Pasta - or pad thai noodles (whole wheat),1/4 kg Baby spinach - roughly chopped,1 Leek - ith white and green parts,1 tablespoon Sesame (Gingelly) Oil,1 clove Garlic - minced,1/2 teaspoon Ginger - grated,1/4 teaspoon Red Chilli flakes,1/3 cup Roasted Peanuts (Moongphali) - pounded,1 Coriander (Dhania) Leaves - roughly chopped,Salt and Pepper - as needed",Vegetarian,https://www.archanaskitchen.com/thai-style-noodles-with-spinach-and-leeks-recipe
3999,Pasta Salad With Broccoli & Feta Cheese Recipe,"250 grams Macaroni pasta,1/2 cup Cherry tomatoes - cut into half,1/2 cup Broccoli - cut into small florets,1/4 cup Feta Cheese - crumbled,4 tablespoon Extra Virgin Olive Oil,2 Stalks Parsley leaves - finely chopped,2 teaspoon Dried oregano,1 Lemon juice,2 teaspoons Whole Black Peppercorns - freshly pounded,Salt - to taste,1 tablespoon Lemon juice,2 teaspoons Whole Black Peppercorns - freshly pounded,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/greek-pasta-salad-recipe
4000,Healthy Spinach Idli Recipe (Steamed Spinach Savory Cake),"3 cups Idli Dosa Batter,2-3 cups Spinach - roughly chopped,Salt - to taste,1 teaspoon Red Chilli powder,1 pinch Garam masala powder,Sunflower Oil - to grease,5-6 Cashew nuts - slit (optional)",Vegetarian,https://www.archanaskitchen.com/healthy-spinach-idli-recipe-steamed-spinach-savory-cake
4002,Mushroom Strudel Recipe,"1 tablespoons Butter,1 Onion - finely chopped,200 grams Button mushrooms - quartered,2 cloves Garlic - finely chopped,3 sprig Parsley leaves - chopped,1 sprig Rosemary - finely chopped,1/4 cup Parmesan cheese - grated,Salt - to taste,Black pepper powder - to taste,1 cup All Purpose Pie Crust - (or 6 sheets of filo pastry),4 tablespoons Butter - melted,1/3 cup Whole Wheat Bread crumbs",Vegetarian,http://www.archanaskitchen.com/mushroom-strudel-recipe-pie-dough-filo-pastry
4004,Roast Peaches with Coconut Walnut Sauce Recipe,"1 tablespoon Butter,4 tablespoons Walnuts - powdered,120 ml Coconut milk,2 teaspoons Butter,2 tablespoons Sugar,1 Peaches - sliced (I used canned,3 tablespoons Walnuts - crushed,Mint Leaves (Pudina) - few",Vegetarian,http://www.archanaskitchen.com/roast-peaches-with-coconut-walnut-sauce-chef-vikas-khannas-recipe
4005,"South Indian Style Green Moong Sprouts, Raw Mango Salad Recipe","1/2 cup Green Moong Sprouts,1/2 cup Mango (Raw) - finely chopped,1/2 cup Carrot (Gajjar) - grated,1/2 cup Cucumber - chopped,2 tablespoons Coriander (Dhania) Leaves - finely chopped,1 Green Chilli - chopped,2 teaspoons Fresh coconut - grated(optional),2 teaspoons Lemon juice,Salt - to taste,1 tablespoon Coconut Oil,1/2 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing)",Vegetarian,https://www.archanaskitchen.com/south-indian-style-green-moong-sprouts-raw-mango-corn-salad-recipe
4006,"Beetroot, Carrot & Cucumber Salad with Peanuts Recipe ","2 Beetroot - grated,2 Carrot (Gajjar) - grated,1 Cucumber - de seeded and chopped,4 tablespoon Roasted Peanuts (Moongphali),1 Green Chilli - chopped,4 sprig Coriander (Dhania) Leaves - chopped,1 teaspoon Lemon juice,1 teaspoon Black pepper powder,1 teaspoon Chaat Masala Powder,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/beetroot-carrot-cucumber-salad-with-peanuts-recipe
4007,Instant Mixed Vegetable Pickle Recipe,"3 Mango (Raw) - diced into 1/2 centimetre cubes,100 grams Carrot (Gajjar) - diced into 1/2 centimetre cubes,100 grams Green beans (French Beans) - chopped similarly,3 inch Ginger - finely chopped,20 cloves Garlic,3 inch Ginger,1 tablespoon Whole Black Peppercorns,2 tablespoons Poppy seeds,50 grams Cashew nuts,Coriander (Dhania) Leaves - small bunch,Mint Leaves (Pudina) - small bunch,3 Lemons - juiced,20 Green Chillies,1 teaspoon Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing),Salt - to taste",Vegetarian,https://www.archanaskitchen.com/instant-mixed-vegetable-pickle-recipe
4008,Methi Kumro Recipe - Bengali Style Fenugreek Leaves and Pumpkin Stir Fry,"2 cups Kaddu (Parangikai/ Pumpkin) - cut into cubes,1.5 cups Methi Leaves (Fenugreek Leaves) - roughly chopped,2 Green Chillies - finely chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 Dry Red Chilli,1 teaspoon Mustard seeds,1/4 teaspoon Cumin seeds (Jeera),1/4 teaspoon Kalonji (Onion Nigella Seeds),1/4 teaspoon Fennel seeds (Saunf),1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 tablespoon Mustard oil,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/methi-kumro-recipe-bengali-style-fenugreek-leaves-and-pumpkin-stir-fry
4009,Til Ke Aloo (Recipe),"2 cups small potatoes, 3 tablespoons sesame seeds (white), 1/2 cup coriander leaves, 2 green chillies, 1 tablespoon lemon juice, 1 tablespoon cumin seeds, 5 cloves garlic, 2 tablespoons oil, 1/2 teaspoon Turmeric powder, salt - as per taste",Vegetarian,http://www.archanaskitchen.com/til-ke-aloo-recipe-in-hindi
4010,Kaju Butter Masala Recipe,"1 cup Whole cashews,4 Tomatoes,1 tablespoon Ginger Garlic Paste,1 Green Chilli - slit,1 teaspoon Kashmiri Red Chilli Powder,1 teaspoon Garam masala powder,1 Bay leaf (tej patta),1 teaspoon Kasuri Methi (Dried Fenugreek Leaves) - crushed for garnish,3 tablespoons Fresh cream,1 tablespoon Butter,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/kaju-butter-masala-recipe
4011,Aloo Patta Gobi Sabzi Recipe - Potato Cabbage Sabzi,"2 Potato (Aloo),2 cups Cabbage (Patta Gobi/ Muttaikose),1 Onion - chopped,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1/2 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1 Bay leaf (tej patta),1/2 teaspoon Fennel seeds (Saunf),1 teaspoon Cumin seeds (Jeera),Salt - to taste,1 teaspoon Sunflower Oil,Coriander (Dhania) Leaves - as required",Vegetarian,http://www.archanaskitchen.com/aloo-patta-gobi-sabzi-recipe-potato-cabbage-sabzi
4012,Hyderabadi Style Cells Recipe - Hyderabadi Style Kuska Recipe,"2 cups rice - soaked for 30 minutes, 1 stone flower, 1 star anise, 1 teaspoon fennel, 2 mace, 4 long - cut, 1 inch ginger - chopped, 2 onions - thinly sliced, 2 tomatoes , 1 cup Hung curd, 1/2 cup Mint-cut, 1/2 cup green coriander-cut, 3 tablespoons biryani masala, 1 teaspoon turmeric powder, salt - as per taste",Vegetarian,https://www.archanaskitchen.com/hyderabad-style-kuska-recipe-biryani-rice-recipe-in-hindi
4013,Maharashtrian Gavachi Kheer Recipe (Whole Cracked Wheat Pudding),"1 cup Broken Wheat (Dalia/ Godumai Rava),3 tablespoon Ghee,2 tablespoon Rice - soaked in water for 30 minutes,3/4 - 1 cup Jaggery - grated,3 tablespoon Fresh coconut - grated,1/4 teaspoon Nutmeg,pinch Saffron strands,2 tablespoon Chironji - or any other nuts of choice,2 cups Milk,Slivered Almonds (Badam) - or pista or cashews",Vegetarian,https://www.archanaskitchen.com/maharashtrian-gavachi-kheer-recipe-whole-cracked-wheat-pudding
4014,Stuffed Matar & Gobi Paratha Recipe (Green Pea & Cauliflower Flat Bread),"2 cups Green peas (Matar) - peeled,1 cup Cauliflower (gobi) - shredded,1 teaspoon Cumin seeds (Jeera),3 cloves Garlic,2 cups Whole Wheat Flour,Salt - to taste,1 teaspoon Red Chilli powder,Sunflower Oil - as required,Water - as required",Vegetarian,http://www.archanaskitchen.com/stuffed-matar-gobi-paratha-recipe-green-pea-cauliflower-flat-bread
4015,Creamy Spinach Basil Pasta Recipe,"2 cups Spinach Leaves (Palak) - washed & finely chopped,1/2 cup Basil leaves,1 Onion - finely chopped,3 cloves Garlic - finely chopped,2 cups Pasta  Fusilli - of your choice,Extra Virgin Olive Oil - as required,Red Chilli flakes - as required,1/4 cup Fresh cream,1/4 cup Cheddar cheese - grated,Salt - as required",Vegetarian,http://www.archanaskitchen.com/fusilli-in-spinach-basil-sauce-recipe
4016,Kathiawadi Adad Dal Recipe - Spicy Urad Dal,"1 cup White Urad Dal (Split),2 Tomatoes - chopped,1 teaspoon Ginger Garlic Paste,4 Green Chillies - slit (adjust to taste),1/2 teaspoon Turmeric powder (Haldi),Lemon juice - to taste,Curry leaves - a few,Coriander (Dhania) Leaves - a small bunch,Salt - to taste,2 teaspoons Ghee,1 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing) - (a generous pinch),1/2 teaspoon Red Chilli powder",High Protein Vegetarian,http://www.archanaskitchen.com/kathiyawadi-adad-dal-recipe
4017,Chinese Style Green Beans Recipe,"250 grams Green beans (French Beans) - strings removed,1 tablespoon Sesame (Gingelly) Oil,5 cloves Garlic - minced,1 inch Ginger - julienne,1 tablespoon Soy sauce,1/2 tablespoon Rice Wine Vinegar,1 tablespoon Red Chilli sauce - (optional),2 Dry Red Chilli - broken into pieces,2 teaspoon Corn flour,4 tablespoon Vegetable stock,2 tablespoon Sesame seeds (Til seeds) - toasted",Vegetarian,http://www.archanaskitchen.com/chinese-style-green-beans-recipe
4018,Cheesy Baked Ziti Pasta Recipe with Roasted Mushroom & Corn,"2 cups Ziti Pasta,2 teaspoons Extra Virgin Olive Oil,12 Button mushrooms,1/2 cup Del Monte Whole Corn Kernels,Salt - to taste,2 tablespoon Extra Virgin Olive Oil,6 Basil leaves - torn,6 cloves Garlic - finely chopped,1 Onion - finely chopped,2 teaspoons Red Chilli flakes,Salt - to taste,1/2 teaspoon Sugar,1 teaspoon Black pepper powder,1 sprig Rosemary,1/2 cup Homemade tomato puree,1 cup Mozzarella cheese - shredded",Vegetarian,https://www.archanaskitchen.com/cheesy-baked-ziti-pasta-recipe-with-roasted-mushroom-corn
4019,Passion Fruit- Shrikhand Shots Recipe,"1 cup Curd (Dahi / Yogurt),1 Passion fruit - (pulp needed),1 tablespoon Caster Sugar,1/4 teaspoon Cardamom Powder (Elaichi),1 pinch Saffron strands - mixed with 1 tablespoon warm milk,1-2 tablespoon Chocolate chips,1 Passion fruit - (pulp needed)",Vegetarian,http://www.archanaskitchen.com/passion-fruit-shrikhand-shots-recipe
4022,Fish Tikka Masala Gravy Recipe,"2 Basa fish - cut into small size pieces,1 Lemon juice,1/4 teaspoon Turmeric powder (Haldi),Salt and Pepper - a pinch,1 Cardamom (Elaichi) Pods/Seeds,1 Bay leaf (tej patta),1 teaspoon Cumin powder (Jeera),1-1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Ginger Garlic Paste,1/2 teaspoon Red Chilli powder,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1 cup Lukewarm Water,2 tablespoon Fresh cream,Salt - to taste,1 Onion - chopped,1/2 Tomato - chopped,5 Cashew nuts,2 Cloves (Laung),1/4 teaspoon Cinnamon Powder (Dalchini)",High Protein Non Vegetarian,http://www.archanaskitchen.com/fish-tikka-masala-gravy-recipe
4023,Karnataka Steel Awarekai Upma Recipe,"1 1/4 cups Sooji (Semolina/ Rava),1 1/2 cups Avarekalu / Lilva Beans,1 Onion - chopped,3 Green Chillies - slit,1 inch Ginger - grated,1/2 cup Dry coconut (kopra) - grated,1/2Â  teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1/2 teaspoon White Urad Dal (Split),1/2 teaspoon Chana dal (Bengal Gram Dal),1 teaspoon Turmeric powder (Haldi),6 Curry leaves,1 teaspoon Whole Black Peppercorns - ,Salt - to taste,3 cups Water,1 tablespoon Ghee,2 tablespoon Sunflower Oil",Vegetarian,https://www.archanaskitchen.com/karnataka-style-avarekai-upma-uppittu-recipe
4024,Green Beans Salad Recipe,"250 grams Green beans (French Beans) - ends trimmed and cut in half,2 tablespoon Dessicated Coconut,1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Asafoetida (hing),7 Curry leaves,2 Dry Red Chillies - broken into pieces,Salt - to taste,1 tablespoon Lemon juice,Slivered Almonds (Badam) - for garnish",Vegetarian,https://www.archanaskitchen.com/green-beans-salad-recipe
4025,Raw Banana and Banana Stem Stuffed Paratha Recipe,"1 Banana Stem - cut into small pieces,2 Raw Banana - boiled and mashed,1 Onion - chopped,4 cloves Garlic - chopped,1 inch Ginger - chopped,1 Green Chilli - chopped,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,1 teaspoon Black pepper powder,1 teaspoon Amchur (Dry Mango Powder),Salt - to taste,1 cup Whole Wheat Flour",Diabetic Friendly,http://www.archanaskitchen.com/raw-banana-and-banana-stem-stuffed-paratha-recipe
4026,Roasted Red Pepper Hummus Recipe,"1 cup Kabuli Chana (White Chickpeas) - soaked for 8 hours and cooked,2 Red Bell pepper (Capsicum) - finely chopped,4 cloves Garlic,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Red Chilli powder,1 teaspoon Salt - to taste,2 Lemon - juice extracted,1/4 cup Extra Virgin Olive Oil - and a little more,3 tablespoons Parsley leaves - freshly chopped,1/4 cup Sesame seeds (Til seeds),3 tablespoons Water",High Protein Vegetarian,http://www.archanaskitchen.com/roasted-red-pepper-hummus-recipe
4027,Chaat Masala Mashed Potato Toasted Sandwich Recipe,"3 Potatoes (Aloo) - boiled and peeled,2 Green Chilli - finely chopped,1 Onion - finely chopped,1/4 cup Coriander (Dhania) Leaves - finely chopped,Salt - as required,Butter - for toasting,4 tablespoons Green Chutney (Coriander & Mint),8 Whole Wheat Brown Bread,4 tablespoons Sweet Chutney (Date & Tamarind),Chaat Masala Powder - as required",Vegetarian,http://www.archanaskitchen.com/chaat-style-mashed-potato-toasted-sandwich-recipe
4028,Indo-Chinese Style Ginger Fish Recipe,"4 Basa fish - fillet,1 Green bell peppers - cut diagonally,1 Red Bell pepper (Capsicum) - cut diagonally,1 Onion - sliced,2 inch Ginger - sliced thin,5 cloves Garlic - chopped,3 tablespoon Corn flour,Salt and Pepper - to taste,2 sprig Spring Onion (Bulb & Greens) - chopped,1 tablespoon Soy sauce,1 tablespoon Red Chilli sauce,1 tablespoon Brown Sugar (Demerara Sugar),1 teaspoon Dry ginger powder,1 teaspoon Chilli vinegar,1 teaspoon Corn flour",Non Vegeterian,https://www.archanaskitchen.com/indo-chinese-style-ginger-fish-recipe
4029,Moroccan Eggplant And Garbanzo Stew Recipe,"100 grams Brinjal (Baingan / Eggplant) - cut into small pieces,1.5 cups White garbanzo - boiled,1 Onion - finely chopped,3 Cloves (Laung) - finely chopped,2 Tomatoes - finely choppes,2 cups Vegetable stock,1 teaspoon Paprika powder,1 teaspoon Cinnamon Powder (Dalchini),2 teaspoon Cumin powder (Jeera),1/2 teaspoon White pepper powder,2 teaspoon Extra Virgin Olive Oil,Salt - to taste",High Protein Vegetarian,https://www.archanaskitchen.com/moroccan-eggplant-and-garbanzo-stew-recipe
4030,Cheesy Pav Bhaji Recipe,"2 Potatoes (Aloo) - cubed,1/2 cup Cauliflower (gobi) - cut into small florets,1/2 cup Carrots (Gajjar) - finely chopped,1/2 cup Green beans (French Beans) - finely chopped,1/2 cup Green peas (Matar),1/2 cup Cabbage (Patta Gobi/ Muttaikose) - finely shredded,1 Green Bell Pepper (Capsicum) - finely chopped,1 inch Ginger - grated,3 cloves Garlic - grated,1 Onion - finely chopped,2 Tomatoes - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 tablespoon Pav bhaji masala,2 tablespoons Cheese,2 tablespoons Butter,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/cheesy-pav-bhaji-recipe
4031,Enchorer Torkari Recipe - Bengali Style Raw Jackfruit in Semi-gravy,"2 cups Jackfruit Raw (Kathal) - unripe or young (cut into cubes),1 Potato (Aloo) - washed,1/2 cup Onions - finely chopped,1 tablespoon Garlic - minced,1/2 tablespoon Ginger - paste,1 Tomato,1 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder - adjustable,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,1 Cinnamon Stick (Dalchini),3 Cardamom (Elaichi) Pods/Seeds,3 Cloves (Laung),1 Bay leaf (tej patta),4 Green Chillies - adjustable,Mustard oil - as required to cook,Salt - to taste,1 teaspoon Sugar - + to taste,1 teaspoon Ghee - adjustable,1 teaspoon Garam masala powder",Vegetarian,http://www.archanaskitchen.com/enchorer-torkari-recipe-bengali-style-jackfruit-curry
4032,Creme Caramel Flan Recipe (Caramel Custard),"200 grams Sugar,50 ml Water,200 ml Milk,250 ml Fresh cream,100 grams Caster Sugar,4 Whole Eggs,1 teaspoon Vanilla Extract",Eggetarian,http://www.archanaskitchen.com/caramel-custard-recipe-pressure-cooker-method
4033,Elo Jhelo Nimki Recipe,"1-1/2 cups All Purpose Flour (Maida),Sunflower Oil - to cook,Salt - to taste,1/2 teaspoon Sugar,1 teaspoon Kalonji (Onion Nigella Seeds)",Vegetarian,https://www.archanaskitchen.com/elo-jhelo-nimki-recipe
4034,Spinach And Tomato Quiche Recipe,"1 All Purpose Pie Crust - recipe,2 Whole Eggs,3/4 cup Milk,1 cup Spinach Leaves (Palak),1 Onion - chopped,4 cloves Garlic - chopped,1 teaspoon Rosemary,Salt - A pinch",Eggetarian,https://www.archanaskitchen.com/spinach-and-tomato-quiche-recipe
4035,Kerala Style Avial Recipe - Onam Sadya Recipe,"1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cutÂ lengthwise,2 Drumstick - cutÂ lengthwise,2 Carrots (Gajjar) - cut lengthwise,10 Green beans (French Beans) - Â cutÂ lengthwise,1 Raw Banana - peeled and cutÂ lengthwise,2 Potatoes (Aloo) - peeled and cutÂ lengthwise,1 cup Elephant yam (Suran/Senai/Ratalu) - peeled and cutÂ lengthwise,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,1-1/2 cups Fresh coconut - grated,3 Green Chillies,1 sprig Curry leaves,1 teaspoon Cumin seeds (Jeera),1 tablespoons Coconut Oil,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/kerala-avial-recipe
